City_Name,City_Code,Date,Cumulative_verified_cases,Cumulated_recovered,Cumulated_deaths,Cumulated_number_of_tests,Cumulated_number_of_diagnostic_tests,colour,final_score,zone,avg_salery,arb_jew,tzfifot,population,Verified Proportion,Verified Cases,Cumulative Verified Cases Proportion,Recovered,Deaths,Tests,Diagnostic Tests,death_Rate
אום אל-פחם,2710,04/07/2020,22,15,0,505,498,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,7.25E-05,4,0.000398674,0,0,72,70,0
אום אל-פחם,2710,04/08/2020,26,15,0,577,568,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,3.62E-05,2,0.00047116,0,0,65,62,0
אום אל-פחם,2710,04/09/2020,28,15,0,642,630,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.000507403,0,0,46,44,0
אום אל-פחם,2710,04/10/2020,28,15,0,688,674,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,9.06E-05,5,0.000507403,0,0,94,94,0
אום אל-פחם,2710,04/11/2020,33,15,0,782,768,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000289944,16,0.00059801,0,0,106,103,0
אום אל-פחם,2710,04/12/2020,49,15,0,888,871,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.000887955,0,0,34,30,0
אום אל-פחם,2710,4/13/2020,49,15,0,922,901,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.000887955,0,0,76,72,0
אום אל-פחם,2710,4/14/2020,49,15,0,998,973,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000126851,7,0.000887955,0,0,94,85,0
אום אל-פחם,2710,4/15/2020,56,15,0,1092,1058,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,5.44E-05,3,0.001014805,0,0,93,89,0
אום אל-פחם,2710,4/16/2020,59,15,0,1185,1147,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,1.81E-05,1,0.00106917,0,0,70,62,0
אום אל-פחם,2710,4/17/2020,60,15,0,1255,1209,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,3.62E-05,2,0.001087291,0,0,66,54,0
אום אל-פחם,2710,4/18/2020,62,15,0,1321,1263,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,1.81E-05,1,0.001123534,0,0,217,209,0
אום אל-פחם,2710,4/19/2020,63,15,0,1538,1472,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,9.06E-05,5,0.001141656,0,0,141,133,0
אום אל-פחם,2710,4/20/2020,68,15,0,1679,1605,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,7.25E-05,4,0.001232264,0,0,212,207,0
אום אל-פחם,2710,4/21/2020,72,15,0,1891,1812,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.00130475,0,0,129,123,0
אום אל-פחם,2710,4/22/2020,72,15,0,2020,1935,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,1.81E-05,1,0.00130475,0,0,80,69,0
אום אל-פחם,2710,4/23/2020,73,15,0,2100,2004,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,1.81E-05,1,0.001322871,0,0,70,65,0
אום אל-פחם,2710,4/24/2020,74,15,0,2170,2069,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.001340993,2,0,27,20,0
אום אל-פחם,2710,4/25/2020,74,17,0,2197,2089,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.001340993,0,0,32,21,0
אום אל-פחם,2710,4/26/2020,74,17,0,2229,2110,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,3.62E-05,2,0.001340993,1,0,45,37,0
אום אל-פחם,2710,4/27/2020,76,18,0,2274,2147,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.001377236,0,0,29,18,0
אום אל-פחם,2710,4/28/2020,76,18,0,2303,2165,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,1.81E-05,1,0.001377236,3,0,165,146,0
אום אל-פחם,2710,4/29/2020,77,21,0,2468,2311,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.001395357,2,0,109,103,0
אום אל-פחם,2710,4/30/2020,77,23,0,2577,2414,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,1.81E-05,1,0.001395357,0,0,118,95,0
אום אל-פחם,2710,05/01/2020,78,23,0,2695,2509,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.001413479,6,0,50,41,0
אום אל-פחם,2710,05/02/2020,78,29,0,2745,2550,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.001413479,0,0,32,30,0
אום אל-פחם,2710,05/03/2020,78,29,0,2777,2580,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.001413479,2,0,24,17,0
אום אל-פחם,2710,05/04/2020,78,31,0,2801,2597,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,1.81E-05,1,0.001413479,2,0,26,17,0
אום אל-פחם,2710,05/05/2020,79,33,0,2827,2614,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,1,0,35,27,0
אום אל-פחם,2710,05/06/2020,79,34,0,2862,2641,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,2,0,36,28,0
אום אל-פחם,2710,05/07/2020,79,36,0,2898,2669,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,2,0,31,26,0
אום אל-פחם,2710,05/08/2020,79,38,0,2929,2695,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,1,0,15,9,0
אום אל-פחם,2710,05/09/2020,79,39,0,2944,2704,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,2,0,25,16,0
אום אל-פחם,2710,05/10/2020,79,41,0,2969,2720,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,3,0,38,23,0
אום אל-פחם,2710,05/11/2020,79,44,0,3007,2743,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,2,0,18,13,0
אום אל-פחם,2710,05/12/2020,79,46,0,3025,2756,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,2,0,38,25,0
אום אל-פחם,2710,5/13/2020,79,48,0,3063,2781,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,3,0,32,26,0
אום אל-פחם,2710,5/14/2020,79,51,0,3095,2807,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,0,0,33,30,0
אום אל-פחם,2710,5/15/2020,79,51,0,3128,2837,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,2,0,5,5,0
אום אל-פחם,2710,5/16/2020,79,53,0,3133,2842,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,2,0,9,7,0
אום אל-פחם,2710,5/17/2020,79,55,0,3142,2849,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,1,0,13,6,0
אום אל-פחם,2710,5/18/2020,79,56,0,3155,2855,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,5,0,20,12,0
אום אל-פחם,2710,5/19/2020,79,61,0,3175,2867,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,0,0,24,22,0
אום אל-פחם,2710,5/20/2020,79,61,0,3199,2889,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,1,0,15,8,0
אום אל-פחם,2710,5/21/2020,79,62,0,3214,2897,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,1,0,16,12,0
אום אל-פחם,2710,5/22/2020,79,63,0,3230,2909,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,0,0,3,2,0
אום אל-פחם,2710,5/23/2020,79,63,0,3233,2911,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,1,0,5,2,0
אום אל-פחם,2710,5/24/2020,79,64,0,3238,2913,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,0,0,17,14,0
אום אל-פחם,2710,5/25/2020,79,64,0,3255,2927,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,0,0,6,3,0
אום אל-פחם,2710,5/26/2020,79,64,0,3261,2930,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,0,0,4,4,0
אום אל-פחם,2710,5/27/2020,79,64,0,3265,2934,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,0,0,17,15,0
אום אל-פחם,2710,5/28/2020,79,64,0,3282,2949,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,2,0,8,6,0
אום אל-פחם,2710,5/29/2020,79,66,0,3290,2955,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,0,0,3,3,0
אום אל-פחם,2710,5/30/2020,79,66,0,3293,2958,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,0,0,11,10,0
אום אל-פחם,2710,5/31/2020,79,66,0,3304,2968,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,1,0,11,11,0
אום אל-פחם,2710,06/01/2020,79,67,0,3315,2979,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.0014316,0,0,30,28,0
אום אל-פחם,2710,06/02/2020,79,67,0,3345,3007,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,1.81E-05,1,0.0014316,0,0,15,13,0
אום אל-פחם,2710,06/03/2020,80,67,0,3360,3020,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.001449722,2,0,16,15,0
אום אל-פחם,2710,06/04/2020,80,69,0,3376,3035,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.001449722,0,0,16,16,0
אום אל-פחם,2710,06/05/2020,80,69,0,3392,3051,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.001449722,0,0,9,9,0
אום אל-פחם,2710,06/06/2020,80,69,0,3401,3060,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.001449722,0,0,29,29,0
אום אל-פחם,2710,06/07/2020,80,69,0,3430,3089,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.001449722,0,0,35,35,0
אום אל-פחם,2710,06/08/2020,80,69,0,3465,3124,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.001449722,0,0,19,19,0
אום אל-פחם,2710,06/09/2020,80,69,0,3484,3143,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,5.44E-05,3,0.001449722,0,0,60,59,0
אום אל-פחם,2710,06/10/2020,83,69,0,3544,3202,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,1.81E-05,1,0.001504086,1,0,27,25,0
אום אל-פחם,2710,06/11/2020,84,70,0,3571,3227,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.001522208,1,0,30,29,0
אום אל-פחם,2710,06/12/2020,84,71,0,3601,3256,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,1.81E-05,1,0.001522208,0,0,33,33,0
אום אל-פחם,2710,6/13/2020,85,71,0,3634,3289,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,3.62E-05,2,0.001540329,0,0,32,32,0
אום אל-פחם,2710,6/14/2020,87,71,0,3666,3321,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.001576572,1,0,45,45,0
אום אל-פחם,2710,6/15/2020,87,72,0,3711,3366,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.001576572,0,0,55,55,0
אום אל-פחם,2710,6/16/2020,87,72,0,3766,3421,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,3.62E-05,2,0.001576572,0,0,65,64,0
אום אל-פחם,2710,6/17/2020,89,72,0,3831,3485,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,9.06E-05,5,0.001612816,0,0,90,89,0
אום אל-פחם,2710,6/18/2020,94,72,0,3921,3574,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000144972,8,0.001703423,0,0,57,57,0
אום אל-פחם,2710,6/19/2020,102,72,0,3978,3631,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.001848395,0,0,31,30,0
אום אל-פחם,2710,6/20/2020,102,72,0,4009,3661,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,7.25E-05,4,0.001848395,0,0,53,53,0
אום אל-פחם,2710,6/21/2020,106,72,0,4062,3714,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,1.81E-05,1,0.001920881,0,0,64,63,0
אום אל-פחם,2710,6/22/2020,107,72,0,4126,3777,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,3.62E-05,2,0.001939003,0,0,112,110,0
אום אל-פחם,2710,6/23/2020,109,72,0,4238,3887,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,7.25E-05,4,0.001975246,0,0,81,80,0
אום אל-פחם,2710,6/24/2020,113,72,0,4319,3967,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,1.81E-05,1,0.002047732,1,0,94,92,0
אום אל-פחם,2710,6/25/2020,114,73,0,4413,4059,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,1.81E-05,1,0.002065854,0,0,52,51,0
אום אל-פחם,2710,6/26/2020,115,73,0,4465,4110,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,1.81E-05,1,0.002083975,0,0,45,42,0
אום אל-פחם,2710,6/27/2020,116,73,0,4510,4152,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,1.81E-05,1,0.002102097,0,0,54,52,0
אום אל-פחם,2710,6/28/2020,117,73,0,4564,4204,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,5.44E-05,3,0.002120218,1,0,58,54,0
אום אל-פחם,2710,6/29/2020,120,74,0,4622,4258,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,3.62E-05,2,0.002174583,0,0,89,77,0
אום אל-פחם,2710,6/30/2020,122,74,0,4711,4335,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000108729,6,0.002210826,0,0,52,51,0
אום אל-פחם,2710,07/01/2020,128,74,0,4763,4386,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,1.81E-05,1,0.002319555,0,0,52,49,0
אום אל-פחם,2710,07/02/2020,129,74,0,4815,4435,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000126851,7,0.002337676,0,0,87,85,0
אום אל-פחם,2710,07/03/2020,136,74,0,4902,4520,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,3.62E-05,2,0.002464527,0,0,49,42,0
אום אל-פחם,2710,07/04/2020,138,74,0,4951,4562,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,5.44E-05,3,0.00250077,2,0,63,54,0
אום אל-פחם,2710,07/05/2020,141,76,0,5014,4616,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.002555135,3,0,68,60,0
אום אל-פחם,2710,07/06/2020,141,79,0,5082,4676,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,1.81E-05,1,0.002555135,0,0,55,52,0
אום אל-פחם,2710,07/07/2020,142,79,0,5137,4728,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000181215,10,0.002573256,2,0,76,73,0
אום אל-פחם,2710,07/08/2020,152,81,0,5213,4801,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,1.81E-05,1,0.002754471,1,0,84,77,0
אום אל-פחם,2710,07/09/2020,153,82,0,5297,4878,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.002772593,3,0,49,36,0
אום אל-פחם,2710,07/10/2020,153,85,0,5346,4914,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,3.62E-05,2,0.002772593,2,0,60,52,0
אום אל-פחם,2710,07/11/2020,155,87,0,5406,4966,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000108729,6,0.002808836,4,0,97,78,0
אום אל-פחם,2710,07/12/2020,161,91,0,5503,5044,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,5.44E-05,3,0.002917565,5,0,76,69,0
אום אל-פחם,2710,7/13/2020,164,96,0,5579,5113,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0,0,0.00297193,0,0,80,70,0
אום אל-פחם,2710,7/14/2020,164,96,0,5659,5183,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000144972,8,0.00297193,0,0,105,90,0
אום אל-פחם,2710,7/15/2020,172,96,0,5764,5273,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000163094,9,0.003116902,5,0,94,74,0
אום אל-פחם,2710,7/16/2020,181,101,0,5858,5347,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,3.62E-05,2,0.003279996,4,0,73,67,0
אום אל-פחם,2710,7/17/2020,183,105,0,5931,5414,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000126851,7,0.003316239,2,0,95,87,0
אום אל-פחם,2710,7/18/2020,190,107,0,6026,5501,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,7.25E-05,4,0.003443089,3,0,77,65,0
אום אל-פחם,2710,7/19/2020,194,110,0,6103,5566,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000144972,8,0.003515575,3,0,105,92,0
אום אל-פחם,2710,7/20/2020,202,113,0,6208,5658,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000108729,6,0.003660548,3,0,95,88,0
אום אל-פחם,2710,7/21/2020,208,116,0,6303,5746,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,5.44E-05,3,0.003769277,9,0,68,63,0
אום אל-פחם,2710,7/22/2020,211,125,0,6371,5809,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,7.25E-05,4,0.003823641,7,0,142,135,0
אום אל-פחם,2710,7/23/2020,215,132,0,6513,5944,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000108729,6,0.003896127,8,0,92,86,0
אום אל-פחם,2710,7/24/2020,221,140,0,6605,6030,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000434917,24,0.004004857,0,0,103,93,0
אום אל-פחם,2710,7/25/2020,245,140,0,6708,6123,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,9.06E-05,5,0.004439773,16,0,50,41,0
אום אל-פחם,2710,7/26/2020,250,156,0,6758,6164,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000108729,6,0.004530381,2,0,102,96,0
אום אל-פחם,2710,7/27/2020,256,158,0,6860,6260,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000308066,17,0.00463911,4,0,156,153,0
אום אל-פחם,2710,7/28/2020,273,162,0,7016,6413,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,9.06E-05,5,0.004947176,4,0,108,103,0
אום אל-פחם,2710,7/29/2020,278,166,0,7124,6516,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000380552,21,0.005037783,6,0,134,126,0
אום אל-פחם,2710,7/30/2020,299,172,0,7258,6642,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000108729,6,0.005418335,0,0,82,74,0
אום אל-פחם,2710,7/31/2020,305,172,0,7340,6716,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000144972,8,0.005527064,1,0,42,37,0
אום אל-פחם,2710,08/01/2020,313,173,0,7382,6753,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,5.44E-05,3,0.005672037,3,0,55,52,0
אום אל-פחם,2710,08/02/2020,316,176,0,7437,6805,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000108729,6,0.005726401,3,0,87,80,0
אום אל-פחם,2710,08/03/2020,322,179,0,7524,6885,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000181215,10,0.00583513,12,0,54,52,0
אום אל-פחם,2710,08/04/2020,332,191,0,7578,6937,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000253701,14,0.006016346,8,0,123,107,0
אום אל-פחם,2710,08/05/2020,346,199,0,7701,7044,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000163094,9,0.006270047,6,0,197,188,0
אום אל-פחם,2710,08/06/2020,355,205,0,7898,7232,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.00023558,13,0.006433141,6,0,148,141,0
אום אל-פחם,2710,08/07/2020,368,211,0,8046,7373,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000271823,15,0.00666872,0,0,93,88,0
אום אל-פחם,2710,08/08/2020,383,211,0,8139,7461,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,3.62E-05,2,0.006940543,19,0,33,30,0
אום אל-פחם,2710,08/09/2020,385,230,0,8172,7491,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000181215,10,0.006976786,8,15,85,75,0
אום אל-פחם,2710,08/10/2020,395,238,15,8257,7566,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000398674,22,0.007158002,4,0,258,244,0.000271823
אום אל-פחם,2710,08/11/2020,417,242,15,8515,7810,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000126851,7,0.007556675,6,0,85,80,0.000271823
אום אל-פחם,2710,08/12/2020,424,248,15,8600,7890,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000271823,15,0.007683526,7,0,180,170,0.000271823
אום אל-פחם,2710,8/13/2020,439,255,15,8780,8060,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,9.06E-05,5,0.007955349,9,0,71,59,0.000271823
אום אל-פחם,2710,8/14/2020,444,264,15,8851,8119,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.00023558,13,0.008045956,3,0,94,91,0.000271823
אום אל-פחם,2710,8/15/2020,457,267,15,8945,8210,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.00036243,20,0.008281536,21,0,107,99,0.000271823
אום אל-פחם,2710,8/16/2020,477,288,15,9052,8309,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000271823,15,0.008643966,13,0,106,94,0.000271823
אום אל-פחם,2710,8/17/2020,492,301,15,9158,8403,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.00023558,13,0.008915789,6,0,117,108,0.000271823
אום אל-פחם,2710,8/18/2020,505,307,15,9275,8511,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000688618,38,0.009151369,15,0,278,261,0.000271823
אום אל-פחם,2710,8/19/2020,543,322,15,9553,8772,NULL,NULL,חיפה,"5,651",ערבי,"2,126",55183,0.000199337,11,0.009839987,4,0,153,149,0.000271823
